GJ_340,   139.47267800,    28.56067700,Del
HD_82191,   142.82243865,    27.38724085,STD
PM_I10120-0241,   153.01947021,    -2.68464899,Del
HD_85504,   148.05068512,     2.45412883,STD
TWA_7,   160.62541199,   -33.67111206,You
HD_94741,   163.96334844,   -31.78630629,STD
HD_89213,   154.21557160,   -34.12732754,STD
HD_92845,   160.67994585,   -32.71567262,STD
HD_92678,   160.37641092,   -35.73112882,STD
2MASSWJ1047138+40,   161.80756000,    40.44703000,Del
HD_99966,   172.62432173,    48.93571016,STD
11020983-3430355_,   165.54095459,   -34.50986099,You
HD_102288,   176.59219813,   -34.75354754,STD
HD_99062,   170.94802858,   -36.08920955,STD
HD_89213,   154.21557160,   -34.12732754,STD
HD_92845,   160.67994585,   -32.71567262,STD
HD_92678,   160.37641092,   -35.73112882,STD
LHS2397a,   170.45520000,   -13.21900000,Del
HD_93346,   161.61122097,   -15.03410585,STD
HD_97411,   168.12654949,   -18.49986098,STD
HD_103632,   179.00397181,   -17.15082725,STD
HD_101122,   174.52059586,   -18.19179952,STD
HD_101369,   174.96300543,   -14.46852802,STD
TWA_8A,   173.17183333,   -26.86552778,You
HD_99922,   172.41091161,   -24.46401980,STD
HD_98949,   170.77137748,   -28.89698680,STD
TWA_26,   174.96304167,   -31.98927778,You
HD_103789,   179.26560593,   -33.31545886,STD
HD_94741,   163.96334844,   -31.78630629,STD
HD_98949,   170.77137748,   -28.89698680,STD
HD_106257,   183.40335714,   -33.79291830,STD
HD_105379,   182.00596049,   -31.14066315,STD
J11590526443,   179.77170833,    26.74294444,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
12073346-3932539_,   181.88941956,   -39.54830551,You
HD_103870,   179.37753851,   -38.49626874,STD
HD_99627,   171.87239675,   -39.87649865,STD
HD_99508,   171.67639422,   -38.15811518,STD
HD_112680,   194.71969110,   -39.10565130,STD
J12074124125,   181.92404167,    24.21647222,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
TWA_25,   183.87791443,   -39.81182098,You
HD_103870,   179.37753851,   -38.49626874,STD
HD_99627,   171.87239675,   -39.87649865,STD
HD_99508,   171.67639422,   -38.15811518,STD
HD_112680,   194.71969110,   -39.10565130,STD
J12182625530,   184.61125000,    25.88355556,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
J12191427555,   184.81104167,    27.93063889,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
J12211421103,   185.31004167,    21.17550000,You
HD_107655,   185.54511274,    24.77386714,STD
J12315725084,   187.98925000,    25.14511111,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
J12332024571,   188.33625000,    24.95480556,You
HD_105388,   182.02353918,    31.04974329,STD
HD_107655,   185.54511274,    24.77386714,STD
TWA_10,   188.76748657,   -41.61083221,You
HD_99627,   171.87239675,   -39.87649865,STD
TWA_11B,   189.00250244,   -39.87110901,You
HD_103870,   179.37753851,   -38.49626874,STD
