chi01_Ori,    88.59576250,    20.27617222,Urs
HD_40216,    88.93000031,   -38.10444260,Col
TY_Col,    89.46166229,   -38.06749725,ABD
2MASS_J05581182-3,    89.54916382,   -35.01361084,OCT
bet_Aur_A,    89.88217917,    44.94743333,Urs
PM_I06012+5201,    90.30059052,    52.03287506,   
2M_0601-1937,    90.34113333,   -19.63189167,Col
BD-13_1328,    90.59125519,   -13.92583370,ABD
2MASS_J06055373-2,    91.47375488,   -25.69005394,OCT
CD-34_2676,    92.14125061,   -34.04861069,ABD
CD-35_2749,    92.98208618,   -35.48694611,ABD
2MASS_J06131330-2,    93.30541992,   -27.70149994,bPM
2MASS_J06135773-2,    93.49062083,   -27.39870000,bet
2M_0616-1320_B,    94.04304583,   -13.34507500,bet
V1358_Ori,    94.78375244,    -3.43888903,Col
2MASS_J06204718-3,    95.19667053,   -36.33005524,OCT
PM_I06277+1000,    96.93354797,    10.01446056,   
PM_I06310+5002,    97.75480652,    50.04678726,   
TYC_4810-181-1,    97.97999573,    -7.08305550,Col
2M_0637-2823,    99.38397500,   -28.38681389,AB 
CD-37_2984,    99.94458771,   -37.83610916,Car
CD-30_3394N,   100.02040863,   -30.55083275,OCT
CD-30_3394S,   100.02374268,   -30.55249977,OCT
HD_295290,   100.09291840,    -3.53305554,Col
TYC_155-2167-1,   100.28875732,     4.78861094,ARG
2MASS_J06411849-3,   100.32708740,   -38.34333038,ABD
26_Gem,   100.60136250,    17.64530833,Col
HD_48370,   100.75417328,    -2.88861108,Col
CD-28_3434,   102.43916321,   -28.98805618,ARG
PM_I06519+0312,   102.99588776,     3.21536112,   
CD-36_3202,   103.19458771,   -36.60472107,Col
J07013945-4231370,   105.41400000,    42.52700000,ARG
CD-39_3026,   105.46583557,   -39.36777496,Col
2M_0711-3510_A,   107.99653333,   -35.17105000,AB 
V429_Gem,   110.93166351,    20.41638756,ABD
J07283006-4908589,   112.12500000,    49.14970000,ARG
J07285117-3015527,   112.21300000,    30.26470000,ABD
BD+37_1738,   113.25241250,    37.02984167,Urs
HD_61005,   113.94792175,   -32.20388794,ARG
HD_62237,   115.61072083,   -16.28343889,Col
PM_I07429-1043,   115.73188782,   -10.72922039,   
BD+27_1490,   117.47942500,    27.36318333,Urs
HIP_38712,   118.88082886,     8.86305618,Car
HD_67945,   122.41082764,   -20.23055649,ARG
BD-07_2388,   123.46249390,    -7.64027786,Car
CD-38_4458,   126.54167175,   -39.03472137,Car
BD+35_1834_A,   127.89591667,    34.96622500,Urs
pi01_UMa,   129.79876667,    65.02090833,Urs
PM_I08414+6425,   130.37458333,    64.41750556,AB 
HD_75605,   132.46458333,   -32.78052500,Urs
HD_75935,   133.45807500,    26.91324444,Urs
BD+36_1888,   133.98200833,    36.19618889,Urs
BD-20_2977,   144.96415710,   -21.57139015,ARG
NLTT_22741,   147.76906250,    35.96929722,Tuc
6_Sex,   147.80846250,    -4.24334722,Urs
21_LMi,   151.85734583,    35.24469444,Urs
SCR_1012-3124_A,   153.03787917,   -31.41257778,TW 
zet_Leo,   154.17256667,    23.41731111,Urs
BD+41_2076,   155.54401250,    41.22953056,AB 
BD-19_3018,   156.90541077,   -20.45305634,Car
37_UMa,   158.79039167,    57.08263611,Urs
BD+26_2161B,   164.90963333,    25.43763333,bet
bet_UMa,   165.46032083,    56.38242500,Urs
PM_I11026+2158,   165.65975833,    21.96713889,Urs
HD_96819,   167.18333435,   -28.08055687,TWA
PM_I11240+3808,   171.01818333,    38.13635278,Urs
TWA_30A,   173.07630830,   -30.33106940,TWA
zet_Crt,   176.19073333,   -18.35067500,Urs
gam_UMa,   178.45769583,    53.69476111,Urs
HD_103742,   179.17625427,   -32.26805496,ARG
del_UMa,   183.85650417,    57.03261667,Urs
PM_I12290+4143,   187.26181250,    41.73023056,Tuc
NO_Uma,   187.82882917,    55.11878333,Urs
J12354893-3950245,   188.95400000,    39.84020000,TWA
HD_109647,   188.96370000,    51.22146389,Urs
HD_109799,   189.42616250,   -27.13888889,Urs
BD+56_1618,   190.43550417,    55.72467222,Urs
PM_I12417+5645,   190.44736250,    56.75382778,Urs
Groombridge_1930_,   192.16443750,    60.31983889,Urs
29_Com,   192.22588750,    14.12258611,Urs
41_Vir_A,   193.45713750,    12.41841667,Urs
eps_UMa_A,   193.50729167,    55.95982222,Urs
78_UMa_A,   195.18207917,    56.36633611,Urs
PX_Vir,   195.95707703,    -5.16194439,ABD
GJ_503.2_A,   198.40420417,    56.70826944,Urs
BD+58_1441,   200.84707083,    57.90615000,Urs
Mizar_Aa,   200.98141667,    54.92535278,Urs
Alcor_A,   201.30640833,    54.98795833,Urs
2MASS_J13271211+4,   201.80044583,    45.97400278,AB 
2MASS_J13350945+5,   203.78942500,    50.65470556,AB 
PM_I13374+3543,   204.36986667,    35.71776389,Urs
J14141700-1521125,   213.57100000,    15.35350000,bPM
2M_1419+6451,   214.76376667,    64.86292778,AB 
18_Boo,   214.81783333,    13.00430000,Urs
zet_Boo_B,   220.28730000,    13.72830556,Urs
DL_Dra_B,   220.51353750,    61.26191389,Urs
1RXSJ150907.2+590,   227.28374167,    59.07383889,Urs
alf_CrB,   233.67195000,    26.71469167,Urs
HD_139751,   235.11833191,   -18.69610977,ABD
bet_Ser_A,   236.54689167,    15.42183333,Urs
2MASS_J15534211-2,   238.42542917,   -20.82453056,AB 
EPIC_204107757,   239.00433800,   -23.63558800,   
EPIC_203429083,   239.26462200,   -26.16891900,   
EPIC_204512343,   239.33789600,   -22.03694900,   
HIP78168,   239.41857910,   -20.98308372,Oth
UScoCTIO5,   239.96041870,   -19.74369431,Oth
HD143761_,   240.26109069,    33.30350917,Rad
EPIC_204364515,   240.33982849,   -22.62402725,Oth
EPIC_204248645,   240.69063300,   -23.08081100,   
EPIC_204489514,   240.75673500,   -22.13122200,   
EPIC_204864076,   240.99030300,   -20.51822900,   
HIP78977,   241.82406616,   -22.06011009,Oth
